hotel_place_id,nearby_place_name,nearby_place_type,distance,latitude,longitude
ChIJuSia887naC4ReWNSnMDMBWQ,Natasha Skin Clinic Center,Kesehatan,1.24,-69.031.213,107.627.958
ChIJuSia887naC4ReWNSnMDMBWQ,Citarum Hotel,Penginapan,1.29,-69.043.666,1.076.230.461
ChIJuSia887naC4ReWNSnMDMBWQ,RMHR Guest House,Penginapan,1.3,-6.902.758.799.999.990,1.076.270.143
ChIJuSia887naC4ReWNSnMDMBWQ,Amaroossa Hotel Bandung,Penginapan,1.34,-6.908.499,1.076.184.802
ChIJuSia887naC4ReWNSnMDMBWQ,Latief Inn,Penginapan,1.34,-6.917.326,1.076.173.935
ChIJuSia887naC4ReWNSnMDMBWQ,Hotel Serela,Penginapan,1.36,-6.906.132.799.999.990,1.076.199.037
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Hotel Serela,Penginapan,0.08,-6.906.132.799.999.990,1.076.199.037
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Akademi Sekretaris & Manajemen Taruna Bakti,Pendidikan,0.11,-69.056.804,107.619.704
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Bank Muamalat KCP Istiqomah,Keuangan,0.15,-6.905.087.600.000.000,1.076.214.918
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Safari Suci Travel Umrah & Haji,Transportasi,0.16,-6.904.658.700.000.000,1.076.209.482
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Amaris Hotel Cimanuk,Penginapan,0.19,-69.043.659,107.620.665
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Toko Coklat,Restoran,0.2,-69.042.783,1.076.201.477
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Pengadilan Negeri Bandung Kelas 1A Khusus,Perkantoran,0.21,-6.906.598.999.999.990,107.622.426
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Erha Ultimate Cimanuk Bandung,Kesehatan,0.24,-69.039.405,1.076.211.053
ChIJmyeDt0rmaC4Rn66gB_GqpMs,SDN 037 (SDPN Sabang),Pendidikan,0.27,-6.908.517.000.000.000,107.620.912
ChIJmyeDt0rmaC4Rn66gB_GqpMs,TRIBECA Bandung,Jasa,0.32,-6.903.867.099.999.990,1.076.187.338
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Citarum Hotel,Penginapan,0.33,-69.043.666,1.076.230.461
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Hotel Vio Cimanuk,Penginapan,0.34,-6.903.083.499.999.990,1.076.212.425
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Amaroossa Hotel Bandung,Penginapan,0.36,-6.908.499,1.076.184.802
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Flores Gallery Hotel,Penginapan,0.36,-6.908.075.800.000.000,1.076.179.733
ChIJmyeDt0rmaC4Rn66gB_GqpMs,PT Pos Indonesia (Persero),Perkantoran,0.37,-69.069.324,1.076.173.704
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Selaras Guest House & Restaurant,Penginapan,0.38,-6.904.762.499.999.990,1.076.237.432
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Barcode Pool Tables,Lainnya,0.38,-6.909.239.200.000.000,1.076.193.566
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Asrama Mahasiswa Sulsel Lontara,Lainnya,0.4,-69.086.638,1.076.180.182
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Satuan Polisi Pamong Praja Provinsi Jawa Barat,Keamanan,0.41,-69.077.302,1.076.172.871
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Kumon Pulo Laut,Lainnya,0.42,-6.908.921.999.999.990,1.076.230.208
ChIJmyeDt0rmaC4Rn66gB_GqpMs,PT. Kembar Abadi Prima,Jasa,0.44,-69.084.571,1.076.174.081
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Gedung Sate,Hiburan,0.45,-69.024.715,1.076.187.018
ChIJmyeDt0rmaC4Rn66gB_GqpMs,PENABUR Banda School,Pendidikan,0.47,-69.055.272,1.076.163.354
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Tektaya Corporation,Lainnya,0.48,-6.903.484.600.000.000,107.617.093
ChIJmyeDt0rmaC4Rn66gB_GqpMs,PRAMITA Lab • Riau,Kesehatan,0.51,-6.908.362.899.999.990,107.624.541
ChIJmyeDt0rmaC4Rn66gB_GqpMs,RedDoorz Plus near Riau Street,Penginapan,0.53,-69.093.778,1.076.240.209
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Mandiri Unit Mikro Bandung Martadinata,Keuangan,0.53,-6.906.419.300.000.000,1.076.157.869
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Bude's Cafe,Restoran,0.54,-6.909.872.699.999.990,1.076.176.213
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Pelita Indonesia,Pendidikan,0.55,-6.904.577.100.000.000,1.076.252.997
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Qiblat Tour,Transportasi,0.59,-69.075.276,1.076.257.144
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Happy Go Lucky,Belanja,0.59,-6.905.995,1.076.259.643
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Oasis Siliwangi Hotel Bandung,Penginapan,0.63,-69.115.901,1.076.194.153
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Hotel Tibera Cibeunying,Penginapan,0.66,-6.908.098.900.000.000,1.076.261.711
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Kamar Keluarga Bandung,Penginapan,0.71,-69.025.283,1.076.152.665
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Vio Hotel Surapati Bandung,Penginapan,0.79,-6.899.056.099.999.990,1.076.196.941
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Kantor Regional III Badan Kepegawaian Negara,Lainnya,0.79,-6.899.261.999.999.990,107.622.659
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Pitimoss Fun Library,Pendidikan,0.79,-6.912.662.399.999.990,1.076.178.743
ChIJmyeDt0rmaC4Rn66gB_GqpMs,RMHR Guest House,Penginapan,0.8,-6.902.758.799.999.990,1.076.270.143
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Kulem Rangga Gempol,Penginapan,0.83,-69.016.148,1.076.145.653
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Kopegtel Kantor Perusahaan,Keuangan,0.84,-6.898.480.999.999.990,107.620.148
ChIJmyeDt0rmaC4Rn66gB_GqpMs,The Summit Siliwangi Hotel,Penginapan,0.86,-69.076.621,1.076.129.418
ChIJmyeDt0rmaC4Rn66gB_GqpMs,RedDoorz Plus near Bandung Indah Plaza,Penginapan,0.86,-69.077.273,1.076.129.711
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Hotel Gandasari,Penginapan,0.87,-69.080.239,1.076.129.776
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Mitra Hotel Bandung,Penginapan,0.88,-6.901.910.199.999.990,1.076.273.254
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Natasha Skin Clinic Center,Kesehatan,0.88,-69.031.213,107.627.958
ChIJmyeDt0rmaC4Rn66gB_GqpMs,OYO 1740 Tekmira Residence Supratman Syariah,Penginapan,0.9,-69.036.024,1.076.283.065
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Ciung No 9,Penginapan,0.94,-68.976.404,107.621.214
ChIJmyeDt0rmaC4Rn66gB_GqpMs,RedDoorz near Gedung Sate 3,Penginapan,0.97,-6.906.452.000.000.000,107.629.393
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Hotel Santika Bandung,Penginapan,0.98,-69.074.225,1.076.118.312
ChIJmyeDt0rmaC4Rn66gB_GqpMs,The Luxton Bandung Hotel,Penginapan,01.05,-6.903.814.499.999.990,1.076.113.071
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Pegadaian,Keuangan,01.06,-6.907.988.199.999.990,1.076.112.273
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Edas Creative,Belanja,01.08,-69.076.011,1.076.109.412
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Levi's® Bandung Indah Plaza,Belanja,01.09,-69.086.186,1.076.110.818
ChIJmyeDt0rmaC4Rn66gB_GqpMs,AZKO Living Plaza Dago,Belanja,1.1,-6.901.047,107.612.032
ChIJmyeDt0rmaC4Rn66gB_GqpMs,RedDoorz near Gedung Sate 2,Penginapan,1.11,-6.896.127.700.000.000,1.076.195.677
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Serela Merdeka Hotel,Penginapan,1.25,-690.656,10.760.927
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Bandung,Lainnya,1.28,-69.174.639,1.076.191.228
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Latief Inn,Penginapan,1.3,-6.917.326,1.076.173.935
ChIJmyeDt0rmaC4Rn66gB_GqpMs,Hotel Dafam Rio,Penginapan,1.31,-6.914.245.799.999.990,1.076.291.494
ChIJmyeDt0rmaC4Rn66gB_GqpMs,The Palais Dago Hotel,Penginapan,1.37,-6.896.286.099.999.990,1.076.131.094
ChIJO1jUpNfnaC4RKps6Pq9pk3c,GBI Trans,Tempat Ibadah,0.0,-6.927.044.600.000.000,1.076.362.646
ChIJO1jUpNfnaC4RKps6Pq9pk3c,ATM Bank Negara Indonesia (Persero) Tbk,Keuangan,0.01,-69.270.606,107.636.153
ChIJO1jUpNfnaC4RKps6Pq9pk3c,ibis Bandung Trans Studio,Penginapan,0.03,-6.927.261,107.636.406
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Mega Bank ATM,Keuangan,0.04,-6.926.681.899.999.990,1.076.363.139
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Bank Mega Syariah KC Bandung,Keuangan,0.05,-69.274.422,1.076.360.611
ChIJO1jUpNfnaC4RKps6Pq9pk3c,The Lounge at The Trans Luxury Hotel,Restoran,0.05,-6.927.276.799.999.990,1.076.358.769
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Tunas Ridean. PT,Belanja,0.06,-69.274.892,1.076.360.253
ChIJO1jUpNfnaC4RKps6Pq9pk3c,ATM Bank Mega Syariah. PT,Keuangan,0.06,-6.927.123.300.000.000,1.076.357.495
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Sport Station,Belanja,0.06,-6.926.562,1.076.364.725
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Payless Shoe,Belanja,0.06,-6.926.509.200.000.000,1.076.363.951
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Sushi Tei,Restoran,0.06,-69.265.206,1.076.360.519
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Yves Rocher,Belanja,0.06,-69.264.997,1.076.363.247
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Samsung Experience Store - Trans Studio Mall,Belanja,0.07,-6.926.650.899.999.990,1.076.367.474
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Starbucks,Restoran,0.08,-69.263.718,1.076.361.815
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Screamous,Belanja,0.08,-6.926.336,107.636.377
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Jack Nicklaus,Belanja,0.08,-6.926.336,107.636.377
ChIJO1jUpNfnaC4RKps6Pq9pk3c,C & F,Belanja,0.09,-69.264.195,107.636.727
ChIJO1jUpNfnaC4RKps6Pq9pk3c,ATM CIMB Niaga TSM,Keuangan,0.09,-69.262.767,1.076.361.509
ChIJO1jUpNfnaC4RKps6Pq9pk3c,OB Fitness & Health - Trans Studio Mall Bandung,Belanja,0.09,-69.262.688,1.076.363.018
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Mandiri ATM TSM,Belanja,0.09,-6.926.240.399.999.990,1.076.363.594
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Loly Poly,Lainnya,0.09,-69.262.624,1.076.364.761
ChIJO1jUpNfnaC4RKps6Pq9pk3c,ATM BNI TSM,Keuangan,0.09,-6.926.218.100.000.000,1.076.362.474
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Advance,Belanja,0.1,-69.262.443,1.076.365.855
ChIJO1jUpNfnaC4RKps6Pq9pk3c,KiddyCuts,Jasa,0.1,-69.262.265,1.076.365.663
ChIJO1jUpNfnaC4RKps6Pq9pk3c,HokBen - TSM,Restoran,0.1,-6.926.286.399.999.990,1.076.367.807
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Ford Bandung - PT Saluyu Gatsu Motor,Belanja,0.11,-69.280.043,1.076.360.942
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Mothercare,Belanja,0.11,-69.260.804,1.076.362.948
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Giordano • TSM Bandung,Belanja,0.11,-69.261.386,1.076.365.729
ChIJO1jUpNfnaC4RKps6Pq9pk3c,The Restaurant at The Trans Luxury Hotel Bandung,Restoran,0.11,-6.926.114.899.999.990,1.076.364.517
ChIJO1jUpNfnaC4RKps6Pq9pk3c,ZAP Clinic,Kesehatan,0.11,-6.926.131.000.000.000,1.076.365.615
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Mega Bank ATM,Keuangan,0.11,-6.926.831.900.000.000,1.076.352.684
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Crocs TSM Bandung,Belanja,0.11,-6.926.112.700.000.000,1.076.366.531
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Batik Keris TSM,Belanja,0.11,-69.260.382,1.076.363.315
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Hugo Boss • TSM Bandung,Belanja,0.14,-6.925.788.799.999.990,1.076.364.281
ChIJO1jUpNfnaC4RKps6Pq9pk3c,The Coffee Bean • TSM Bandung,Restoran,0.14,-6.925.836.099.999.990,1.076.366.371
ChIJO1jUpNfnaC4RKps6Pq9pk3c,TSM XXI,Hiburan,0.2,-6.925.282.500.000.000,10.763.677
ChIJO1jUpNfnaC4RKps6Pq9pk3c,ATM Muamalat Bandung Super Mall,Keuangan,0.24,-69.249.677,1.076.367.081
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Make Up For Ever,Belanja,0.25,-69.249.695,1.076.369.947
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Johny Andrean,Jasa,0.25,-6.924.969.099.999.990,1.076.369.949
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Gramedia - Trans Studio Mall (TSM),Belanja,0.26,-6.924.826.899.999.990,1.076.368.563
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Mobil Care Auto Service,Transportasi,0.33,-6.929.119.999.999.990,107.638.383
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Double Eight,Jasa,0.4,-69.257.362,1.076.329.138
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Fakultas Ekonomi dan Bisnis Universitas Winaya Mukti,Pendidikan,0.47,-6.931.165.600.000.000,1.076.352.081
ChIJO1jUpNfnaC4RKps6Pq9pk3c,STIE Pasundan,Pendidikan,0.61,-6.932.395.199.999.990,1.076.349.449
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Asuransi Jiwa Mega Life. PT - Bandung,Keuangan,0.61,-6.925.528.600.000.000,1.076.309.212
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Sanggraha Property Management. PT - Bandung,Lainnya,0.63,-6.925.596,107.630.782
ChIJO1jUpNfnaC4RKps6Pq9pk3c,HiTech Utility,Lainnya,0.69,-6.933.292.299.999.990,1.076.361.328
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Rumah Rajutan Lasalie,Belanja,0.77,-69.322.819,10.764.089
ChIJO1jUpNfnaC4RKps6Pq9pk3c,OYO 495 D' Papaya Garden,Penginapan,0.84,-6.931.372.000.000.000,1.076.425.254
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Hotel O Pondok Penginapan Patradisa,Penginapan,0.87,-6.924.675,1.076.288.025
ChIJO1jUpNfnaC4RKps6Pq9pk3c,STIA Bagasasi,Pendidikan,0.87,-6.924.019.400.000.000,107.629.004
ChIJO1jUpNfnaC4RKps6Pq9pk3c,TCS rent car,Transportasi,0.88,-6.934.975.000.000.000,1.076.369.655
ChIJO1jUpNfnaC4RKps6Pq9pk3c,PT. Sarana Jabar Ventura,Keuangan,0.9,-69.222.062,1.076.297.408
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Polsek Kiaracondong,Keamanan,0.94,-69.266.137,1.076.447.728
ChIJO1jUpNfnaC4RKps6Pq9pk3c,PT Perusahaan Gas Negara (Persero) Tbk,Lainnya,0.98,-6.919.200.399.999.990,1.076.402.008
ChIJO1jUpNfnaC4RKps6Pq9pk3c,La Nostalgie Boutique Hotel Bandung,Penginapan,1.14,-6.924.826.899.999.990,1.076.262.227
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Emia Hotel,Penginapan,1.3,-6.924.082.299.999.990,1.076.248.846
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Hotel Benua,Penginapan,1.35,-69.332.984,107.625.786
ChIJO1jUpNfnaC4RKps6Pq9pk3c,Bandung,Lainnya,2.17,-69.174.639,1.076.191.228
ChIJoR1x9gDnaC4RWjjSXQD8q58,Zodiak Asia Afrika Hotel Bandung,Penginapan,0.14,-69.211.306,1.076.048.997
ChIJoR1x9gDnaC4RWjjSXQD8q58,Dipo Star Finance Bandung,Keuangan,0.14,-69.206.644,1.076.073.827
ChIJoR1x9gDnaC4RWjjSXQD8q58,Parahyangan Plaza,Belanja,0.15,-6.922.484,1.076.059.834
ChIJoR1x9gDnaC4RWjjSXQD8q58,Golden Flower Hotel,Penginapan,0.17,-69.207.062,1.076.047.065
ChIJoR1x9gDnaC4RWjjSXQD8q58,Aneka Toko,Belanja,0.18,-6.922.337,107.605.011
ChIJoR1x9gDnaC4RWjjSXQD8q58,American Eagle Outfitters,Belanja,0.25,-6.923.017,107.604.815
ChIJoR1x9gDnaC4RWjjSXQD8q58,A/X Armani Exchange,Belanja,0.26,-69.230.749,1.076.048.165
ChIJoR1x9gDnaC4RWjjSXQD8q58,Panin Bank - Otista,Keuangan,0.28,-69.225.786,1.076.041.005
ChIJoR1x9gDnaC4RWjjSXQD8q58,Senior High School Pasundan 1,Pendidikan,0.31,-6.923.596.700.000.000,1.076.076.382
ChIJoR1x9gDnaC4RWjjSXQD8q58,Toko Mas Enam Pusat,Keuangan,0.33,-6.923.358.599.999.990,1.076.041.226
ChIJoR1x9gDnaC4RWjjSXQD8q58,Bank UOB KCU Bandung,Keuangan,0.4,-6.920.862.100.000.000,1.076.025.585
ChIJoR1x9gDnaC4RWjjSXQD8q58,Bank Victoria Syariah,Keuangan,0.42,-69.203.392,1.076.098.771
ChIJoR1x9gDnaC4RWjjSXQD8q58,Kimaya Braga Bandung by HARRIS,Penginapan,0.43,-6.920.773,107.610.037
ChIJoR1x9gDnaC4RWjjSXQD8q58,Chez Bon Hostel,Penginapan,0.46,-69.187.277,1.076.095.318
ChIJoR1x9gDnaC4RWjjSXQD8q58,Hotel Savoy Homann Bandung,Penginapan,0.46,-6.921.855.599.999.990,1.076.102.631
ChIJoR1x9gDnaC4RWjjSXQD8q58,HINO PARTS SHOP PADASUKA MOTOR,Lainnya,0.47,-6.916.999.499.999.990,1.076.062.961
ChIJoR1x9gDnaC4RWjjSXQD8q58,Hotel Mawar,Penginapan,0.48,-69.236.328,1.076.098.026
ChIJoR1x9gDnaC4RWjjSXQD8q58,Bank Danamon Pasar Baru,Keuangan,0.48,-69.177.044,1.076.036.014
ChIJoR1x9gDnaC4RWjjSXQD8q58,MD Plaza,Belanja,0.48,-6.917.408.099.999.990,1.076.040.408
ChIJoR1x9gDnaC4RWjjSXQD8q58,Gino Feruci Braga Hotel,Penginapan,0.49,-69.178.718,1.076.090.829
ChIJoR1x9gDnaC4RWjjSXQD8q58,Elementary School Assalaam,Pendidikan,0.53,-6.925.699,107.607.614
ChIJoR1x9gDnaC4RWjjSXQD8q58,Hotel Perdana Wisata,Penginapan,0.54,-6.920.179.000.000.000,1.076.013.602
ChIJoR1x9gDnaC4RWjjSXQD8q58,favehotel Braga Bandung,Penginapan,0.57,-6.916.959.499.999.990,1.076.091.119
ChIJoR1x9gDnaC4RWjjSXQD8q58,PT Centrin Online Prima,Belanja,0.6,-6.916.727.799.999.990,1.076.091.891
ChIJoR1x9gDnaC4RWjjSXQD8q58,PT. Garuda Indonesia (Persero) Tbk.,Lainnya,0.61,-6.921.185,1.076.116.829
ChIJoR1x9gDnaC4RWjjSXQD8q58,The Naripan Hotel,Penginapan,0.64,-69.196.594,1.076.117.445
ChIJoR1x9gDnaC4RWjjSXQD8q58,Bank Syariah Indonesia KC Bandung Suniaraja,Keuangan,0.65,-6.915.563.199.999.990,1.076.047.508
ChIJoR1x9gDnaC4RWjjSXQD8q58,Kedaton Hotel,Penginapan,0.66,-6.915.509,1.076.078.497
ChIJoR1x9gDnaC4RWjjSXQD8q58,Kost Sakgan48,Penginapan,0.7,-69.262.121,1.076.100.204
ChIJoR1x9gDnaC4RWjjSXQD8q58,RedDoorz Near Braga Street,Penginapan,0.72,-6.918.478.500.000.000,1.076.121.592
ChIJoR1x9gDnaC4RWjjSXQD8q58,Istana Hotel Bandung Mitra RedDoorz,Penginapan,0.74,-69.178.663,1.076.119.679
ChIJoR1x9gDnaC4RWjjSXQD8q58,éL Hotel Bandung,Penginapan,0.74,-69.162.005,1.076.106.178
ChIJoR1x9gDnaC4RWjjSXQD8q58,ITC Kebon Kalapa,Belanja,0.76,-6.928.017.699.999.990,107.606.683
ChIJoR1x9gDnaC4RWjjSXQD8q58,Asosiasi Pengendali Pencemaran Lingkungan Indonesia,Lainnya,0.77,-6.920.014.999.999.990,107.613.058
ChIJoR1x9gDnaC4RWjjSXQD8q58,Bank Mandiri KC Bandung Asia North Africa,Keuangan,0.8,-6.921.583,107.613.429
ChIJoR1x9gDnaC4RWjjSXQD8q58,Zodiak Kebonjati Hotel Bandung,Penginapan,0.81,-6.916.167.000.000.000,107.600.852
ChIJoR1x9gDnaC4RWjjSXQD8q58,HOTEL GUNTUR,Penginapan,0.84,-69.138.664,1.076.043.157
ChIJoR1x9gDnaC4RWjjSXQD8q58,Arion Suites Hotel Bandung,Penginapan,0.89,-6.913.383.000.000.000,107.604.413
ChIJoR1x9gDnaC4RWjjSXQD8q58,SMPN 10,Pendidikan,0.9,-69.292.592,1.076.057.192
ChIJoR1x9gDnaC4RWjjSXQD8q58,Bandung City Center,Penginapan,0.94,-6.912.855.299.999.990,1.076.048.355
ChIJoR1x9gDnaC4RWjjSXQD8q58,Gino Feruci Kebonjati Hotel,Penginapan,0.96,-69.165.432,1.075.988.591
ChIJoR1x9gDnaC4RWjjSXQD8q58,OYO 2554 Hotel Arimbi Lama Dewi Sartika,Penginapan,0.96,-69.297.583,1.076.052.755
ChIJoR1x9gDnaC4RWjjSXQD8q58,Vio Hotel Veteran,Penginapan,0.99,-69.192.735,1.076.149.464
ChIJoR1x9gDnaC4RWjjSXQD8q58,D'Sovia Hotel Bandung,Penginapan,1.0,-6.917.205.999.999.990,1.075.980.838
ChIJoR1x9gDnaC4RWjjSXQD8q58,d'best Hotel,Penginapan,01.01,-69.298.302,1.076.033.138
ChIJoR1x9gDnaC4RWjjSXQD8q58,Gereja Kristen Pasundan Jemaat Bandung,Tempat Ibadah,01.01,-6.915.981,1.075.986.643
ChIJoR1x9gDnaC4RWjjSXQD8q58,Collection O Patradisa Hotel,Penginapan,01.03,-6.912.371.500.000.000,1.076.090.599
ChIJoR1x9gDnaC4RWjjSXQD8q58,Grand Sovia Hotel,Penginapan,01.05,-69.123.731,1.076.027.986
ChIJoR1x9gDnaC4RWjjSXQD8q58,Hotel Serena,Penginapan,1.12,-6.911.797.000.000.000,107.602.606
ChIJoR1x9gDnaC4RWjjSXQD8q58,Satu Kantor Hypersquare,Lainnya,1.19,-69.145.939,1.075.976.768
ChIJoR1x9gDnaC4RWjjSXQD8q58,Zodiak Kebonkawung Hotel Bandung,Penginapan,1.24,-6.912.324.999.999.990,107.599.397
ChIJoR1x9gDnaC4RWjjSXQD8q58,Kartika Sari Pusat,Restoran,1.24,-69.119.471,1.075.998.586
ChIJoR1x9gDnaC4RWjjSXQD8q58,Hotel Scarlet Kebon Kawung,Penginapan,1.26,-69.113.608,1.076.005.484
ChIJoR1x9gDnaC4RWjjSXQD8q58,Hotel Unik,Penginapan,1.27,-6.911.451,1.076.001.625
ChIJoR1x9gDnaC4RWjjSXQD8q58,Hilton Bandung,Penginapan,1.3,-6.913.026.800.000.000,1.075.977.394
ChIJoR1x9gDnaC4RWjjSXQD8q58,Mutiara Hotel and Convention Bandung,Penginapan,1.31,-6.912.185.700.000.000,1.075.985.963
ChIJoR1x9gDnaC4RWjjSXQD8q58,Latief Inn,Penginapan,1.31,-6.917.326,1.076.173.935
ChIJoR1x9gDnaC4RWjjSXQD8q58,IMAGE Hotel,Penginapan,1.31,-69.310.847,107.612.663
ChIJoR1x9gDnaC4RWjjSXQD8q58,Asia Afrika Property Bandung,Lainnya,1.37,-69.238.052,1.076.183.448
ChIJoR1x9gDnaC4RWjjSXQD8q58,Bandung,Lainnya,1.49,-69.174.639,1.076.191.228
ChIJ66PbeC_maC4RMxLwD6swTL0,Bank Victoria Syariah,Keuangan,0.05,-69.203.392,1.076.098.771
ChIJ66PbeC_maC4RMxLwD6swTL0,Hotel Savoy Homann Bandung,Penginapan,0.12,-6.921.855.599.999.990,1.076.102.631
ChIJ66PbeC_maC4RMxLwD6swTL0,PT. Garuda Indonesia (Persero) Tbk.,Lainnya,0.19,-6.921.185,1.076.116.829
ChIJ66PbeC_maC4RMxLwD6swTL0,The Naripan Hotel,Penginapan,0.23,-69.196.594,1.076.117.445
ChIJ66PbeC_maC4RMxLwD6swTL0,Chez Bon Hostel,Penginapan,0.23,-69.187.277,1.076.095.318
ChIJ66PbeC_maC4RMxLwD6swTL0,Dipo Star Finance Bandung,Keuangan,0.29,-69.206.644,1.076.073.827
ChIJ66PbeC_maC4RMxLwD6swTL0,Hotel Mawar,Penginapan,0.32,-69.236.328,1.076.098.026
ChIJ66PbeC_maC4RMxLwD6swTL0,Gino Feruci Braga Hotel,Penginapan,0.34,-69.178.718,1.076.090.829
ChIJ66PbeC_maC4RMxLwD6swTL0,Asosiasi Pengendali Pencemaran Lingkungan Indonesia,Lainnya,0.34,-6.920.014.999.999.990,107.613.058
ChIJ66PbeC_maC4RMxLwD6swTL0,RedDoorz Near Braga Street,Penginapan,0.35,-6.918.478.500.000.000,1.076.121.592
ChIJ66PbeC_maC4RMxLwD6swTL0,Istana Hotel Bandung Mitra RedDoorz,Penginapan,0.39,-69.178.663,1.076.119.679
ChIJ66PbeC_maC4RMxLwD6swTL0,Bank Mandiri KC Bandung Asia North Africa,Keuangan,0.39,-6.921.583,107.613.429
ChIJ66PbeC_maC4RMxLwD6swTL0,Senior High School Pasundan 1,Pendidikan,0.41,-6.923.596.700.000.000,1.076.076.382
ChIJ66PbeC_maC4RMxLwD6swTL0,PT Asuransi Asei Indonesia,Keuangan,0.42,-6.921.399.799.999.990,1.076.138.091
ChIJ66PbeC_maC4RMxLwD6swTL0,favehotel Braga Bandung,Penginapan,0.44,-6.916.959.499.999.990,1.076.091.119
ChIJ66PbeC_maC4RMxLwD6swTL0,PT Centrin Online Prima,Belanja,0.46,-6.916.727.799.999.990,1.076.091.891
ChIJ66PbeC_maC4RMxLwD6swTL0,Parahyangan Plaza,Belanja,0.49,-6.922.484,1.076.059.834
ChIJ66PbeC_maC4RMxLwD6swTL0,éL Hotel Bandung,Penginapan,0.51,-69.162.005,1.076.106.178
ChIJ66PbeC_maC4RMxLwD6swTL0,Bank Negara Indonesia - KCU Bandung,Keuangan,0.51,-6.921.958,107.614.464
